191528
serarch time :
0:04:16.797367
--------------------------
1344194
(1069688, 32.68133658744851)
(1084858, 32.67972720796969)
(455332, 32.67147068716017)
(414404, 32.67031855231468)
(1369068, 32.6686988144243)
(1082406, 32.639704739019045)
(741805, 32.637485851463296)
(1500933, 32.63608016993871)
(1588374, 32.62439863037634)
(1590961, 32.600303613920865)
(590941, 32.58051679916831)
(462182, 32.52898950899797)
(1740818, 32.51641307271748)
(1325886, 32.511173415189944)
(1090334, 32.47336581653319)
(1245335, 32.46337355997807)
(755069, 32.4622758327589)
(1444544, 32.45555358023571)
(805797, 32.42124666980321)
(262877, 32.40583193678673)
(1803470, 32.35197728806396)
(1726534, 32.336034423274285)
(981651, 32.324719635325366)
(535009, 32.32058258381933)
(349719, 32.319022466721364)
(822325, 32.30889049117659)
(710159, 32.276958724919346)
(1587236, 32.244556293106754)
(1524067, 32.23156168132383)
(468233, 32.20748669483181)
(697816, 32.15967443681768)
(1176716, 32.15128226709428)
(1661306, 32.14088136908427)
(622544, 32.12805440489889)
(14871, 32.08711889937477)
(507998, 32.03731846247433)
(1063151, 32.03412789358511)
(219657, 32.0331097397361)
(72721, 32.02385991022675)
(404904, 32.006021384965194)
(1487761, 31.998869638673334)
(472712, 31.95923358522634)
(197792, 31.95040695913593)
(1592374, 31.93285438186303)
(358717, 31.91223334157707)
(244846, 31.91160512520582)
(819942, 31.90816893014329)
(332035, 31.88848455380488)
(102178, 31.87536265325599)
(317983, 31.8712140977782)
(1681285, 31.861867667692522)
(1467272, 31.850061211654097)
(545931, 31.823170678635478)
(829656, 31.808259952754817)
(1832088, 31.80620129711488)
(1670396, 31.79215458516607)
(736272, 31.783221474254443)
(1053068, 31.770429617338884)
(1726416, 31.765210289227483)
(1006822, 31.726439463966575)
(1721299, 31.705251908586497)
(946103, 31.686290466704193)
(713488, 31.68597082341348)
(548369, 31.674994966554593)
(1816579, 31.673497439464207)
(1649029, 31.650045725324023)
(1642814, 31.617814883590047)
(626391, 31.599855864778874)
(1288191, 31.5962654183924)
(399125, 31.5555616874771)
(1411547, 31.50580050155417)
(362473, 31.48343410206715)
(1331903, 31.4648741418676)
(1264979, 31.448307232663005)
(955423, 31.42284402716311)
(907742, 31.42265613125516)
(1376913, 31.419666757970152)
(672961, 31.41539239416596)
(713777, 31.385795342779854)
(367780, 31.38541646475438)
(411191, 31.3810492520196)
(509011, 31.37413608355547)
(1473832, 31.3643296181892)
(1635751, 31.355463221388263)
(944575, 31.338343248163646)
(1488021, 31.337898759114402)
(255437, 31.334903917159597)
(6903, 31.334775686851067)
(813460, 31.318202494170535)
(681455, 31.31113514042344)
(194850, 31.294248503600656)
(940108, 31.29191869519569)
(1232858, 31.287543495672153)
(217314, 31.283635069517835)
(513270, 31.280006879699226)
(1554872, 31.265450672675428)
(1236986, 31.247383755573743)
(1804647, 31.24460580760207)
(1735392, 31.22581065798071)
(1783273, 31.223715450054698)
(299297, 31.21664663589185)
(725148, 31.19187233243339)
(1188570, 31.19187233243339)
(1421667, 31.19187233243339)
(1821226, 31.175998889121473)
(1170738, 31.151695248381486)
(998268, 31.136261369999126)
(519231, 31.13330109688588)
(1818256, 31.131747722819497)
(292042, 31.12940444473798)
(1780382, 31.12539598966734)
(1635277, 31.100280624508024)
(1613334, 31.091753060983237)
(1692984, 31.08315475989904)
(724917, 31.07637093497716)
(575676, 31.073500504069834)
(457583, 31.056250116178287)
(320804, 31.030044928129847)
(1642884, 31.011670872223366)
(325091, 31.008526482163145)
(146333, 31.003137966068095)
(858275, 30.9999646838276)
(562897, 30.987171966162418)
(1274149, 30.978690134052194)
(458423, 30.969627460960012)
(690624, 30.969627460960005)
(479531, 30.95449058825573)
(130885, 30.95423243766861)
(340976, 30.948746152153685)
(1324266, 30.944915976354636)
(1232008, 30.94384369344862)
(1014170, 30.943236464381854)
(1118296, 30.937086949697267)
(586532, 30.924027519645552)
(286059, 30.912124291202247)
(7960, 30.912089212300998)
(1293125, 30.911838513143156)
(1714941, 30.90684930875446)
(1553283, 30.8929287871591)
(95717, 30.8909629662203)
(1320525, 30.89043229524108)
(1840639, 30.88538538517349)
(1049920, 30.88391943680563)
(1740768, 30.88031486578987)
(1246679, 30.8796026215757)
(745233, 30.875845734193987)
(440614, 30.862135601504328)
(579698, 30.852354191406533)
(1700336, 30.851204566424325)
(42961, 30.820280365978288)
(1285366, 30.806777735430646)
(1542771, 30.798710283921253)
(1324594, 30.791579730231213)
(677392, 30.78822820605592)
(1267865, 30.77060401442478)
(512657, 30.76336687017712)
(1637284, 30.761812285811146)
(601717, 30.75993482096385)
(935401, 30.732449124398553)
(1168610, 30.732449124398553)
(1401129, 30.732449124398553)
(1218473, 30.730939156012795)
(98958, 30.7304820156005)
(1487054, 30.718112033698198)
(454816, 30.700373244856205)
(383305, 30.69245681203982)
(1582941, 30.68297485549767)
(225164, 30.670293308948857)
(1165139, 30.655998000926772)
(973670, 30.654724444167265)
(719857, 30.64314234902718)
(133362, 30.632048820005696)
(1578971, 30.631738596931687)
(1250150, 30.626173715206974)
(38993, 30.620010886079534)
(553206, 30.618851074845725)
(1560229, 30.61129801836954)
(12661, 30.610965695459196)
(638368, 30.580392613627374)
(1400049, 30.5491064722638)
(1493292, 30.541840934121893)
(718771, 30.539883511162095)
(180222, 30.53885861225148)
(423909, 30.53819239534419)
(1465343, 30.533244760224015)
(1412105, 30.527188008572892)
(821436, 30.516747690733162)
(409350, 30.511380332285313)
(957340, 30.50429420863784)
(482409, 30.497943141540485)
(841841, 30.476504068344838)
(1453603, 30.47073453503256)
(1405828, 30.465214747798004)
(1567570, 30.46278453546288)
(508681, 30.461586765461227)
(1694253, 30.45527329650333)
(322004, 30.44346728204377)
(1290224, 30.414797123518373)
(510204, 30.405392297217148)
(1516960, 30.39386224321065)
(1626998, 30.382731671090767)
(1260087, 30.381902574468896)
(407032, 30.38032197165039)
(1076890, 30.364292781964487)
(1454952, 30.350483821185605)
(1125123, 30.340724234084135)
(439494, 30.33287479497102)
(251607, 30.325782112522926)
(1672653, 30.315523070496575)
(1279682, 30.301629742224566)
(312435, 30.301408104131944)
(1774667, 30.295631067540455)
(1214102, 30.288048947045382)
(1423573, 30.28700196829663)
(286235, 30.281449550110363)
(1469227, 30.273743955479553)
(1818455, 30.25941814281412)
(376787, 30.257447159742135)
(1654926, 30.24414839940054)
(1161454, 30.239720770392605)
(1729412, 30.238724367592443)
(760328, 30.230716484680357)
(190856, 30.22391865408899)
(758461, 30.223714469937413)
(717678, 30.22324937805105)
(1029314, 30.220963092976337)
(1756526, 30.20784807023886)
(382407, 30.20194718087187)
(1324194, 30.20137385827337)
(1826143, 30.194832678330613)
(1520759, 30.19429839812117)
(534713, 30.186425882883558)
(989905, 30.186217553412433)
(138938, 30.152956937484333)
(945576, 30.14233541148361)
(281981, 30.13039699054046)
(1645021, 30.12371271365339)
(1381334, 30.110308161013364)
(1413197, 30.109057899834525)
(740122, 30.105616042304128)
(1111678, 30.098616141656436)
(740931, 30.0980094080212)
(1276168, 30.090957245437565)
(346182, 30.08160828811964)
(422319, 30.07174078687983)
(1727151, 30.061723156795864)
(846581, 30.051282616047615)
(683855, 30.05101639190589)
(440596, 30.048756310750043)
(1218552, 30.02032822946585)
(244887, 30.01869871292091)
(1083299, 30.008913977708033)
(1816767, 30.007081658881678)
(286571, 30.004840997449346)
(1241019, 29.999278822280065)
(1542603, 29.992036270319208)
(735798, 29.976095126189207)
(492852, 29.97574322427561)
(718323, 29.973545703022133)
(1447724, 29.96990750869744)
(1256527, 29.960738461566883)
(175208, 29.95572610809623)
(564027, 29.952273765347904)
(1239486, 29.95055379752002)
(701555, 29.946472750264576)
(66591, 29.944226400395337)
(1345579, 29.943347184170694)
(414930, 29.932220491511842)
(1042311, 29.930713465721336)
(1147718, 29.929104099394458)
(117145, 29.909977019153)
(1481963, 29.90529193699749)
(1812547, 29.8907321075801)
(949013, 29.88001946786424)
(711040, 29.87826718761055)
(424593, 29.87429860153498)
(663403, 29.874044310365385)
(1059704, 29.858505432176507)
(956929, 29.853204943942874)
(1707591, 29.851212927031856)
(1441400, 29.84855820100469)
(1075945, 29.846270701368375)
(1714341, 29.841407333055415)
(1843565, 29.836476796445577)
(1823952, 29.83631390268006)
(888367, 29.834625299994777)
(1065762, 29.825447784003295)
(1298037, 29.825447784003295)
(761439, 29.821229585447274)
(201520, 29.816947461775506)
(591599, 29.815709108090125)
(896022, 29.814695199723005)
(90400, 29.813058227147614)
(1797641, 29.81162057452102)
(1320242, 29.810264977534615)
(740732, 29.806427617720622)
(1752443, 29.796408871297324)
(238491, 29.788741716755414)
(63593, 29.772202825302458)
(869864, 29.771979225980235)
(574244, 29.760932751816995)
(165475, 29.760560347244905)
(84589, 29.758492140763913)
(770675, 29.74254930627175)
(1221384, 29.74242187143216)
(669254, 29.73991091216501)
(1147740, 29.737580791601836)
(553164, 29.731744390743756)
(54361, 29.71998783155572)
(1053082, 29.71951328641088)
(1657621, 29.716740706331958)
(213176, 29.712934922104804)
(104925, 29.69871269094114)
(995547, 29.69783746079814)
(44518, 29.694496573537563)
(1177674, 29.692605805383906)
(1390855, 29.68982712719806)
(936757, 29.686908080901695)
(1736083, 29.683587535722516)
(559008, 29.68018516512921)
(1228438, 29.680014345774495)
(1488794, 29.677052400421235)
(668522, 29.67159502756229)
(668622, 29.662758922696895)
(309196, 29.662194037836848)
(1024877, 29.64162011315589)
(127148, 29.636339537929928)
(30170, 29.634982294200537)
(112340, 29.621920434500435)
(14497, 29.6216086846052)
(1810850, 29.61908978166717)
(1792083, 29.615314232437914)
(1441404, 29.605436177980923)
(760474, 29.598312322009892)
(107674, 29.5876591514578)
(75198, 29.578263755410873)
(1107367, 29.576052412231924)
(1377568, 29.552550927487776)
(160324, 29.541999069428517)
(1342004, 29.534658048655125)
(308903, 29.524134295483513)
(1028069, 29.514622308879662)
(161008, 29.51453009502615)
(24272, 29.512847044089412)
(1555271, 29.510768715589194)
(953797, 29.505984668954788)
(557369, 29.504724108574088)
(1811465, 29.501313725647318)
(1508761, 29.498983280493256)
(177440, 29.498795441608912)
(1115840, 29.495597890600383)
(415957, 29.490740008813944)
(1335388, 29.48706013328632)
(18906, 29.485106543696265)
(645014, 29.484125647558354)
(26423, 29.46501044135225)
(1307764, 29.451065096075695)
(1575421, 29.445537840068752)
(821155, 29.44340301575076)
(990775, 29.434077092306364)
(569740, 29.430976494530775)
(56783, 29.425785225360638)
(737042, 29.42093495080858)
(679232, 29.420622050891296)
(1411339, 29.419900116155567)
(1094057, 29.413355418680162)
(1159787, 29.40713110758751)
(1360469, 29.399733797954106)
(1623975, 29.390464702104815)
(1235179, 29.385050661702692)
(312159, 29.3831409423029)
(960165, 29.381316414796956)
(231411, 29.376953487205114)
(1604558, 29.374606079933564)
(784356, 29.374202038769937)
(135775, 29.36835526735419)
(884487, 29.365304846017814)
(1390653, 29.36174482855357)
(1353846, 29.351808879896538)
(85572, 29.351583282074337)
(1243173, 29.351583282074337)
(1424071, 29.348394811963715)
(483293, 29.346463128699558)
(879326, 29.341865215323455)
(1610856, 29.335824510067162)
(65319, 29.334474719500275)
(21512, 29.33192729135425)
(1810988, 29.329485941440446)
(349456, 29.328121584945862)
(1658725, 29.32804783277583)
(1710428, 29.31960467551871)
(1238860, 29.31385073419424)
(1422058, 29.311310232101874)
(208495, 29.309760025824296)
(575098, 29.305635537729042)
(578606, 29.303530164228622)
(659031, 29.301523214099085)
(1333804, 29.297812480934176)
(1646112, 29.29606915630763)
(776368, 29.293206221786917)
(713223, 29.291855008573815)
(163391, 29.291254017042785)
(1670173, 29.287075805863573)
(145015, 29.284462562180973)
(484222, 29.276885046497455)
(1418939, 29.27181305990885)
(1207068, 29.27168605626217)
(1105132, 29.268678775693694)
(799990, 29.264930380293862)
(88412, 29.248284605125274)
(1782394, 29.24302068836868)
(90912, 29.23970640319446)
(191227, 29.238946921532936)
(825010, 29.233002627065314)
(590991, 29.231140062789212)
(652275, 29.225384495856783)
(710045, 29.222736966443392)
(1531645, 29.221101391225545)
(913612, 29.218887279533696)
(1640416, 29.21831769564442)
(1464816, 29.218206948634645)
(1710980, 29.20660297271454)
(716374, 29.18490212257842)
(721616, 29.181711459276976)
(85968, 29.179702082071145)
(1278873, 29.17755508646351)
(1484159, 29.176627820506262)
(540770, 29.164009819642096)
(1680212, 29.1548480122474)
(821497, 29.133883567684425)
(1565866, 29.132789474019496)
(1798056, 29.132585736233004)
(603235, 29.12881542556962)
(1600597, 29.126936552373174)
(1476329, 29.112338714961886)
(416636, 29.10897605778183)
(639125, 29.10581501513564)
(536027, 29.101730458697343)
(981820, 29.096796482890156)
(1443749, 29.08752427481081)
(1093164, 29.086282365283324)
(1778642, 29.08520822952897)
(969239, 29.084787850888944)
(121268, 29.08373216351346)
(65731, 29.064495855539352)
(695746, 29.058724032957006)
(1567292, 29.043421204823723)
(1128481, 29.04070049157518)
(174159, 29.039603314737242)
(635787, 29.03160714152518)
(1165325, 29.028170632706114)
(788440, 29.022520347000356)
(1207060, 29.02023795486169)
(461019, 29.018169149573794)
(204484, 29.01491444084033)
(190011, 29.009528961791435)
(1294636, 29.006365584611654)
(128875, 29.002958334474272)
(1394379, 29.00246442055264)
(1035694, 28.9995919055242)
(1671647, 28.998738159155764)
(347390, 28.992202575716814)
(1373373, 28.989486984593626)
(275987, 28.981949081839876)
(503234, 28.97952178721232)
(620646, 28.977947387418986)
(1081238, 28.977541581689838)
(509924, 28.96995993311463)
(722032, 28.969193941823576)
(794993, 28.964176192016566)
(775921, 28.952670277172267)
(772860, 28.95250135198677)
(198974, 28.94826244198172)
(1178332, 28.94799869963913)
(694170, 28.944144787986463)
(1298008, 28.942643457616086)
(929557, 28.938514313091726)
(122326, 28.935221811461272)
(166007, 28.9316011360791)
(1413885, 28.924887873050245)
(1054723, 28.919122630530666)
(422504, 28.907315852884665)
(1518075, 28.90725956744006)
(1587682, 28.89913394558586)
(302631, 28.89587968365628)
(1821704, 28.894429889200552)
(542848, 28.892298944740475)
(896212, 28.890673324225425)
(478754, 28.888880744409818)
(1263236, 28.884463312372976)
(246990, 28.88032871547917)
(1258755, 28.874653141603645)
(556753, 28.873843942086452)
(777099, 28.87081436061426)
(13729, 28.86905091503352)
(1193837, 28.868382003007696)
(312476, 28.865671285589215)
(179541, 28.86122186566528)
(1758457, 28.857790085186025)
(1348223, 28.852230098871168)
(240840, 28.839621462037613)
(1266758, 28.837142942505707)
(1282026, 28.83478325520427)
(594167, 28.813206361161548)
(1360933, 28.808591968479817)
(1586724, 28.808236164666752)
(641778, 28.8046089755027)
(713622, 28.80131989572704)
(559980, 28.80127258159417)
(1270487, 28.798670891673005)
(1113842, 28.793540163032965)
(419311, 28.791688072577884)
(1017387, 28.789741234728574)
(948548, 28.78922849752738)
(695777, 28.78855196862321)
(954703, 28.7789739756789)
(555716, 28.774769312325326)
(1350525, 28.772178098041305)
(33031, 28.75873766335416)
(301184, 28.758448821305237)
(1530379, 28.749924917175925)
(1215672, 28.729308970572006)
(318818, 28.72840908608778)
(1158552, 28.725170205839017)
(1054886, 28.723259310342858)
(1031340, 28.721342304886317)
(683499, 28.71467765828144)
(1546659, 28.714164163707817)
(414923, 28.71375297828461)
(1048288, 28.713154469251144)
(1010271, 28.709671977716802)
(1245375, 28.704080514917585)
(633100, 28.70184318636757)
(508254, 28.699651041830663)
(1710615, 28.699635837210444)
(1084228, 28.698749806700302)
(1408373, 28.69684042954079)
(989780, 28.694864246893857)
(1769684, 28.690416701631033)
(1320860, 28.689739298355136)
(976842, 28.677489555602573)
(272560, 28.67326764739925)
(1576116, 28.669330907132345)
(1161546, 28.66841874776584)
(318860, 28.660807994738512)
(976047, 28.66046895540217)
(65662, 28.659918413866983)
(901781, 28.65893151882443)
(1456732, 28.65379714232582)
(1269325, 28.651164491386037)
(242542, 28.63566729101303)
(303523, 28.630546328267897)
(1604920, 28.630006632923184)
(67762, 28.628159361469738)
(1274982, 28.622866764444833)
(209401, 28.618691374208904)
(756253, 28.610571236221958)
(188683, 28.608412753435665)
(1402689, 28.604139740969565)
(1618014, 28.60360945163692)
(335320, 28.59741793392652)
(1533674, 28.594142360443254)
(231364, 28.588730008590375)
(1834886, 28.58295073024737)
(989771, 28.566041177978903)
(1750324, 28.556522878283516)
(118919, 28.551105060927576)
(67554, 28.549979284372405)
(1079317, 28.54838075556175)
(1116848, 28.548052869735752)
(1790019, 28.544860679673754)
(1482830, 28.544839756869706)
(774018, 28.524798329829427)
(6004, 28.521475302593537)
(1586462, 28.52061136557332)
(383361, 28.520536171887947)
(2987, 28.518689694121026)
(611293, 28.51685553038667)
(1077910, 28.51111588316921)
(1822840, 28.507271974855723)
(622153, 28.50641344619392)
(692882, 28.49944212669299)
(1246445, 28.496803277480524)
(812901, 28.49339123020227)
(1557238, 28.492754898652258)
(1826823, 28.490865819090907)
(1715440, 28.488391806337297)
(159096, 28.4880392731313)
(1681048, 28.485145092611436)
(1212311, 28.4840167167825)
(1529843, 28.483496435964355)
(1118710, 28.477711998912653)
(1753208, 28.47685558735992)
(1807068, 28.473800014220487)
(227235, 28.472124353956282)
(78554, 28.469762895028705)
(1578504, 28.463728513997086)
(620617, 28.461309393673602)
(103355, 28.45589027997704)
(1583133, 28.444355966793466)
(1716846, 28.44405009458128)
(1295703, 28.437893562291002)
(964834, 28.436701743915158)
(1850787, 28.43653301801292)
(1591435, 28.43332145493603)
(1713498, 28.432705497245635)
(1138879, 28.43051409022673)
(247645, 28.42942552896732)
(422870, 28.4273764330793)
(1804382, 28.41938473850707)
(105882, 28.417345812862173)
(1152165, 28.41528202250514)
(1363680, 28.41460783764041)
(717055, 28.414135775202304)
(1271809, 28.409487417319887)
(124175, 28.392005084373764)
(585095, 28.39051111224488)
(1756203, 28.390058395381963)
(1836570, 28.388933690920812)
(1444462, 28.38825828192761)
(1181074, 28.38671880804273)
(764368, 28.383288772657906)
(197334, 28.379687348456752)
(1646172, 28.376650398244877)
(1140320, 28.37334698545066)
(1111298, 28.36987437150111)
(1854217, 28.364871822470494)
(244855, 28.36202367393461)
(1650339, 28.359014104218474)
(152630, 28.357292155782893)
(457135, 28.356172748752904)
(681696, 28.355784552251123)
(207745, 28.35038738807479)
(1161384, 28.34952560900823)
(1739349, 28.326700087175603)
(914253, 28.3261797978065)
(1561374, 28.321176294257718)
(95800, 28.320447901682435)
(810670, 28.318682133263245)
(1229211, 28.317439636801947)
(1531518, 28.315657857630367)
(193763, 28.31482459661361)
(1173884, 28.314804055179934)
(859015, 28.312944221789937)
(1381117, 28.312851038176042)
(112377, 28.31246966440851)
(1472735, 28.309303935560344)
(1271684, 28.308896921053922)
(116771, 28.30631683039484)
(174869, 28.30587501140125)
(107944, 28.30433299776282)
(108319, 28.294063637327174)
(878038, 28.289229929066494)
(1779030, 28.28862209950747)
(402283, 28.28619849937614)
(806041, 28.28473897971355)
(1054901, 28.2799412311173)
(884869, 28.277703682138085)
(1416869, 28.273787772564532)
(991867, 28.27231484391909)
(527056, 28.266006903646897)
(813046, 28.26440611947318)
(650923, 28.26017097922981)
(667033, 28.251291366911182)
(1059395, 28.24764159351345)
(460068, 28.246087108991432)
(1583298, 28.244394306655643)
(528951, 28.241964168262996)
(1020085, 28.24106374536415)
(1648898, 28.239535307617132)
(243443, 28.235951851402874)
(328279, 28.232836879846946)
(1693025, 28.230218434584724)
(928296, 28.229523995124055)
(601013, 28.22359218540847)
(1420733, 28.22029309637778)
(251114, 28.21821536434129)
(1138815, 28.215560958295747)
(1207689, 28.210474501799013)
(1474504, 28.20972047634275)
(683026, 28.207718812318372)
(1654633, 28.20738106724641)
(12102, 28.205441947816773)
(133319, 28.205021705852722)
(1405616, 28.200412565576045)
(1257591, 28.199755431610328)
(89013, 28.199585462837632)
(575771, 28.19916732426863)
(647962, 28.19443521412807)
(179313, 28.191985803518275)
(465197, 28.191115129378517)
(478179, 28.18918088363626)
(195712, 28.188431720459228)
(1036131, 28.184878004361387)
(1616306, 28.184827618500908)
(1224281, 28.184573571312715)
(568352, 28.183579169280456)
(772945, 28.18186006062572)
(165169, 28.18118656742388)
(810187, 28.17972668346107)
(694038, 28.17455437802721)
(1744753, 28.16988998777564)
(1297080, 28.169758842405134)
(383312, 28.167172307068125)
(1165074, 28.16500786423081)
(814363, 28.164788618685733)
(636088, 28.162665252578424)
(1831114, 28.16112907973671)
(201271, 28.15947595516682)
(1280474, 28.1592332833119)
(303149, 28.158150818426265)
(1319180, 28.15021440069744)
(1715606, 28.137261820833057)
(1488915, 28.136098570627652)
(345157, 28.135769767287687)
(561813, 28.135160118414483)
(243926, 28.130522895832968)
(1385227, 28.130046672766742)
(1610671, 28.12901727086986)
(946455, 28.127569934950664)
(512643, 28.123313524494534)
(1553685, 28.11341440603714)
(1019305, 28.111273333567926)
(103052, 28.10968736588343)
(1208527, 28.105033976975104)
(1779356, 28.104393163670743)
(296148, 28.09311705300958)
(390998, 28.09059561559294)
(539563, 28.081213149943057)
(622095, 28.07861801029302)
(1139851, 28.078334565572785)
(289753, 28.075761722958347)
(1509677, 28.075617235807034)
(1855481, 28.074854871142044)
(36094, 28.071446014663593)
(111127, 28.068177183087233)
(829016, 28.060738196777294)
(1403457, 28.054710962025595)
(962959, 28.05270058144675)
(79991, 28.050846285993014)
(485089, 28.048506322233038)
(1786657, 28.043596011529218)
(298427, 28.037955402117927)
(1425920, 28.037397555454312)
(91019, 28.03418250343904)
(1705207, 28.02249652504652)
(308481, 28.01992256573932)
(1132799, 28.01625507848152)
(16742, 28.011197104451387)
(531459, 28.006446716670744)
(1065067, 28.005021366773196)
(1663389, 27.99822912022118)
(56534, 27.996114025463562)
(515707, 27.99528650338129)
(170770, 27.990310354782324)
(563433, 27.988013014607734)
(1532858, 27.987821075666314)
(864223, 27.975687905171785)
(1684603, 27.975341297659593)
(716096, 27.97406260119344)
(262650, 27.97025989899194)
(1400724, 27.969858918175873)
(574381, 27.968626596932573)
(596668, 27.965415008345467)
(1612871, 27.96463448470965)
(430364, 27.964477865706048)
(481781, 27.963646799733013)
(1706652, 27.954422410257287)
(644571, 27.954158834910945)
(522851, 27.95146397858164)
(783202, 27.947741949319877)
(539676, 27.94576539027448)
(886312, 27.945744749647975)
(944640, 27.944237508155872)
(482279, 27.943318612993515)
(1130284, 27.939576740418936)
(1239029, 27.93214162896679)
(515645, 27.924158328627353)
(1252454, 27.9223162930779)
(1017511, 27.922185369280626)
(530971, 27.92058839151299)
(994069, 27.920036577248677)
(114584, 27.91841955847989)
(808880, 27.917272398984167)
(506914, 27.916791850077892)
(889148, 27.914629076373938)
(116060, 27.91365310483217)
(347613, 27.91365310483217)
(347637, 27.91365310483217)
(347690, 27.91365310483217)
(1041612, 27.91365310483217)
(450425, 27.91125029006907)
(258949, 27.907316624094033)
(199099, 27.90482555559296)
(560191, 27.904149392206193)
(602379, 27.903849071972083)
(181775, 27.90248417760001)
(1613455, 27.895638867047712)
(1276126, 27.893940092986632)
(385024, 27.889889342920345)
(133404, 27.88742594162732)
(832461, 27.88483718917093)
(1222124, 27.884542188710675)
(784420, 27.883717663215588)
(1102803, 27.883386050202265)
(595389, 27.87801708008556)
(280640, 27.876409511085413)
(1156625, 27.875089374216696)
(255002, 27.87158909109515)
(637806, 27.871477762925885)
(191893, 27.866784426549398)
(1351790, 27.866784426549398)
(915011, 27.862616040955515)
(1081387, 27.8580939640005)
(461361, 27.854607460148923)
(461397, 27.854607460148923)
(811453, 27.853816043498252)
(754529, 27.852707314519623)
(1196852, 27.84947333200389)
(1645399, 27.847845504045424)
(198680, 27.84713590247876)
(732022, 27.845874688908566)
(732054, 27.845874688908566)
(518216, 27.84538031157918)
(1425688, 27.839208639412746)
(680449, 27.836429495411956)
(755590, 27.83581802282407)
(1626134, 27.83307351949557)
(471251, 27.82781303242312)
(1020625, 27.820184427703957)
(1060566, 27.818010306574934)
